ID;GAS360_INF;GAS360_SUP;OIL360_INF;OIL360_SUP
257;-1.66260377950272;2.25706173859311;-1.49279322527791;2.24687663357938
351;-1.88459739303114;2.02716260206295;-1.77933063353275;1.95279673325434
197;-1.9522702183261;1.95895893656524;-1.86636829372612;1.86525260966583
117;-1.89878077139068;2.0127967648194;-1.79758441516842;1.9343688714616
64;-1.99964917126274;1.91171521222454;-1.92722108107139;1.80452884106001
657;-1.6677027422422;2.25167252128716;-1.49939266523049;2.24000026789204
367;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
236;-1.90341704579109;2.00810907337571;-1.80354986597725;1.9283543647407
542;-1.9537639019869;1.95746318358335;-1.86828780503454;1.86333112406198
286;-1.91428056020319;1.99714091133765;-1.81752522994014;1.91427915869414
619;-1.87444563603559;2.03746830380533;-1.76626162247581;1.96601261973393
457;-1.950919491537;1.96031189121522;-1.86463243525375;1.86699059369307
499;-1.90489291103949;2.00661768934835;-1.80544870757361;1.926440717006
152;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
563;-1.90592735798674;2.00557260934001;-1.80677958198143;1.92509969781978
745;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
378;-2.18842851228201;1.72750394115596;-2.16901992484144;1.56708829608586
42;-1.90384392792904;2.00767766043998;-1.80409909758312;1.92780081039662
373;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
51;-1.90401468555836;2.00750510003983;-1.80431879478038;1.9275793932139
8;-1.66137527127351;2.25836095706185;-1.49120307388996;2.24853424810934
337;-1.89608140240352;2.01552793498839;-1.79411085399089;1.93787277347322
127;-2.00317152761406;1.90821939908007;-1.93174241335217;1.80003283309075
474;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
533;-1.89055759777117;2.02112109792866;-1.78700208696649;1.94504771379031
651;-1.89422248535598;2.01740955050085;-1.79171865838515;1.94028662520363
435;-2.09182771103845;1.82097310435476;-2.04541970146157;1.68770068993008
752;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
509;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
289;-2.02771397363336;1.8839247975747;-1.96323494238215;1.76877676726259
574;-1.90363586557813;2.00788792681917;-1.80383140281073;1.92807060798572
162;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
627;-1.89581291603054;2.01579965948087;-1.7937653519977;1.93822136488765
576;-2.10441348266903;1.80870199758325;-2.06153856910529;1.67188203736431
592;-1.92973259214281;1.98157815260743;-1.83739718560865;1.89430156093974
405;-1.9101810082349;2.0012773497873;-1.81225179359521;1.91958778764974
214;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
170;-2.48374387727946;1.45160335204553;-2.54524678576317;1.20938466166545
615;-2.244980095701;1.67353978725042;-2.24125265891737;1.49732417371128
669;-1.80921423574902;2.10415741830809;-1.68220754833125;2.0514574681402
531;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
764;-2.01984930879071;1.891698084602;-1.95314509000504;1.7787794380013
200;-2.22249308495708;1.69493210186688;-2.21254112890951;1.52499127732775
556;-2.43447776459943;1.49663528239653;-2.48264719014447;1.26794451359693
84;-2.15475075092887;1.7599037708489;-2.12596019198883;1.60892878140591
418;-1.66939139315297;2.24988889212968;-1.50157804756137;2.23772426882744
749;-2.18908327671857;1.72687597828133;-2.16985677046386;1.56627702126605
705;-1.90174498706153;2.00979920900684;-1.80139852083896;1.93052295666794
403;-1.97677734691879;1.93447007713907;-1.89785341412613;1.83378491949069
475;-1.91386361333988;1.99756146568856;-1.81698891644102;1.91481891402079
109;-1.81782531781717;2.09530717439775;-1.69331110724475;2.04012572997812
463;-2.01034594402006;1.90110606636533;-1.94095040589164;1.79088311920747
171;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
577;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
355;-2.54024956387551;1.4004270383842;-2.6169670622581;1.14274902702034
536;-2.02444472263808;1.88715469721421;-1.95904093247171;1.77293323287788
246;-1.88492842802951;2.02682687553399;-1.7797567419078;1.9523661487893
394;-2.41070328948646;1.51850576835574;-2.45241530126362;1.29635984674948
771;-1.66388745261363;2.25570450307606;-1.49445472733562;2.2451449471879
353;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
758;-1.90513919889673;2.00636885165219;-1.80576557382706;1.92612141800523
583;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
328;-1.90489291103949;2.00661768934835;-1.80544870757361;1.926440717006
485;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
641;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
274;-1.91071704515213;2.0007363104975;-1.81294135141502;1.91889345717221
115;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
763;-1.94997408340629;1.96125906023012;-1.86341743030124;1.86820727866791
100;-1.88434673629413;2.0274168249708;-1.77900798580608;1.95312278338908
757;-1.664522013192;2.25503370014157;-1.49527604065923;2.24428905579987
558;-1.83314568862774;2.07959656976028;-1.71306012459957;2.02000439879356
559;-1.91455815302795;1.99686093482048;-1.81788229110384;1.9139198233
398;-2.12867190655762;1.78512943472797;-2.09259372744269;1.6414812445134
288;-1.90359999322371;2.00792417999663;-1.80378524900138;1.92811712513026
217;-2.1300000639058;1.78384183478339;-2.09429351121974;1.63982015569619
380;-1.91097741570785;2.00047352959467;-1.81327628884388;1.91855622008221
775;-1.67572853430472;2.24320040193881;-1.50977847335864;2.22918862835295
25;-1.90629171539905;2.00520455461819;-1.80724834044148;1.92462741183503
68;-1.66444923073563;2.25511063540874;-1.49518183882327;2.24438721974466
604;-1.66979735131869;2.24946018586424;-1.50210340780469;2.23717720510396
47;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
654;-1.90997316425093;2.00148714791764;-1.81198442072065;1.91985702493397
460;-2.18559163894776;1.73022555160802;-2.16539401306865;1.57060423798381
441;-1.89603497198929;2.01557492441165;-1.79405110512048;1.93793305568231
282;-1.66781281959882;2.25155623524459;-1.49953512567784;2.23985188386892
178;-1.91444364073665;1.99697642867856;-1.81773499690914;1.91406805398678
107;-2.4007262995395;1.52771099717326;-2.43972394216492;1.30831488489918
547;-1.91489744286858;1.99651875112339;-1.81831870845093;1.91348064498576
347;-1.66685885410922;2.25256408772457;-1.49830050467313;2.24113791730991
180;-1.90316905537217;2.00835971163312;-1.80323079596844;1.92867596099615
320;-1.77797729027421;2.13638225267113;-1.6419091721121;2.09269836822579
467;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
643;-1.90876446813885;2.00270736896255;-1.81042951364623;1.92142292770274
37;-2.48305919108596;1.45222654449841;-2.5443772326768;1.21019554487622
343;-2.41771487988869;1.51204620962188;-2.46133288846363;1.28796894127315
74;-1.89354659578431;2.01809385462926;-1.79084884564504;1.94116446609412
80;-1.82378138089586;2.08919404256532;-1.70098977064226;2.03229721060912
317;-2.43105171980547;1.49978132710942;-2.47829152331826;1.27203303827572
215;-1.91436280918733;1.99705795457378;-1.81763102513567;1.91417268822097
710;-1.92472094242001;1.98662081917226;-1.83095280536565;1.90077553369483
201;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
308;-2.01175654837042;1.89970857851762;-1.94276066064801;1.7890853786285
676;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
589;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
175;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
453;-1.66776078277331;2.25161120679764;-1.49946778045655;2.2399220290516
298;-1.90174498706153;2.00979920900684;-1.80139852083896;1.93052295666794
595;-1.66659869721263;2.25283897179916;-1.4979638046996;2.24148866817207
754;-2.04716746606417;1.86474557003177;-1.9881845270041;1.74408885296169
436;-2.18525793597495;1.73054578795839;-2.16496747988474;1.57101792294846
303;-1.67241353850162;2.24669818949651;-1.5054889479533;2.23365255150012
22;-1.66572978502234;2.25375717026612;-1.49683922588052;2.24266026998393
718;-2.19617256569024;1.72008163345484;-2.17891670856981;1.55749848312259
420;-1.90398024694853;2.00753990179315;-1.804274486051;1.92762404841079
665;-1.72411151639435;2.19239832044369;-1.57234375128578;2.16431533891551
220;-1.90167310392861;2.00987188107623;-1.80130603085168;1.9306161993628
462;-1.90547843478007;2.00602612230718;-1.80620202101477;1.92568163777973
86;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
384;-2.44245864014736;1.48931397870343;-2.49279238365966;1.2584286036198
221;-1.88658222947079;2.02514994620682;-1.78188546442802;1.95021536044298
548;-1.90329914800413;2.0082282285358;-1.80339817629137;1.92850725405966
360;-1.66709733729264;2.25231211618518;-1.49860915214947;2.24081640087879
740;-2.58826711121243;1.35732904739628;-2.67784907746731;1.08656065633573
204;-1.69562567278188;2.22225216375529;-1.53551727992854;2.20244698981374
15;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
114;-1.90431826151506;2.00719833262821;-1.80470937413327;1.92718576896146
426;-2.43447776459943;1.49663528239653;-2.48264719014447;1.26794451359693
260;-1.89496957101468;2.01665326417526;-1.79268007788977;1.93931642753757
459;-1.90575494313495;2.00574678246775;-1.80655776285017;1.92532319448489
734;-1.91471629106241;1.99670144531535;-1.81808569929342;1.91371512570088
69;-2.38464479592689;1.54258261922093;-2.41926161960676;1.3276228850795
490;-2.03934582283098;1.87244869673852;-1.97815443965787;1.75400586620002
19;-1.90114353166541;2.01040729551331;-1.80062464029048;1.93130316381838
549;-1.89803166333761;2.01355456044416;-1.79662048203759;1.9353410932206
140;-1.66781281959882;2.25155623524459;-1.49953512567784;2.23985188386892
188;-1.97413595537019;1.93710416201875;-1.8944608136345;1.83717054884424
280;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
9;-2.1338431231198;1.78011788255318;-2.09921159162519;1.63501571274148
331;-1.90491952497591;2.00659079932589;-1.80548294832266;1.9264062128491
696;-2.25672712762264;1.66239894470365;-2.25624565155538;1.48290953351774
191;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
733;-1.67645553831459;2.24243360372946;-1.51071915065536;2.22820998425326
90;-1.91895770067548;1.99242553728744;-1.82354100738685;1.90822690340047
28;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
161;-1.67293562131038;2.24614717294;-1.50616453472863;2.23294935964883
578;-2.2306650486908;1.68714794749719;-2.22297678978445;1.51492561715389
735;-2.46732214393005;1.46657070390519;-2.52438775438874;1.22885609846188
390;-1.66471275582247;2.25483207917813;-1.49552291671025;2.24403180096175
516;-1.90564793434697;2.00585488533563;-1.80642009097159;1.92546191020193
612;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
716;-1.9525478689788;1.95868086992862;-1.86672510375345;1.86489540275704
276;-1.873864341482;2.03805900433057;-1.76551318678461;1.96677002946348
247;-1.61243046766848;2.31036992962156;-1.42780924868905;2.31485153201594
233;-1.673149591997;2.24592135976615;-1.50644141495742;2.23266118075378
145;-1.9069653497054;2.00452415034326;-1.80811498349295;1.9237543096999
187;-1.9934980400731;1.91782544219268;-1.91932452517407;1.81238637396813
3;-1.90004139590375;2.01152175917996;-1.79920651516556;1.93273305073636
786;-1.89209645100066;2.01956234395904;-1.78898258380311;1.943048230079
